22 15 13 13 15 0 1 11 1354023277 1354023397 12
7 25 20 20 25 0 1 3 1354047231 1354047274 21
7 25 20 20 25 0 1 2 1354047258 1354047297 39
9 15 2 2 15 0 1 1 1354154520 1354154520 0
13 25 4 4 25 0 1 5 1354509111 1354509170 14
12 25 6 6 25 0 1 1 1353738258 1353738258 0
10 25 13 13 25 0 1 1 1354542402 1354542402 0
8 15 18 18 15 0 1 1 1353867088 1353867088 0
29 25 22 22 25 0 1 10 1354487814 1354487956 15
29 25 22 22 25 0 1 1 1354487815 1354487815 0
37 100 22 22 100 0 1 14 1353881278 1353881566 22
7 15 16 16 15 0 1 1 1353861664 1353861664 0
14 25 3 3 25 0 1 1 1354590542 1354590542 0
8 25 1 1 25 0 1 1 1354152070 1354152070 0
24 25 3 3 25 0 1 5 1354505676 1354505763 21
24 25 3 3 25 0 1 6 1354505757 1354505817 12
10 15 20 20 15 0 1 1 1354135144 1354135144 0
12 50 16 16 50 0 1 2 1353775258 1353775420 162
12 50 16 16 50 0 1 3 1353775445 1353775516 35
5 15 8 8 15 0 1 1 1353918055 1353918055 0
2 15 17 17 15 0 1 1 1354036731 1354036731 0
18 25 15 15 25 0 1 6 1354117730 1354117765 7
18 25 15 15 25 0 1 1 1354117764 1354117764 0
7 15 21 21 15 0 1 1 1353880657 1353880657 0
33 25 22 22 25 0 1 1 1354574675 1354574675 0
33 25 22 22 25 0 1 5 1354574870 1354574923 13
12 15 22 22 15 0 1 3 1354312852 1354312879 13
5 25 0 0 25 0 1 2 1354061214 1354061232 18
10 15 21 21 15 0 1 1 1353792886 1353792886 0
8 25 18 18 25 0 1 1 1354299283 1354299283 0
23 25 23 23 25 0 1 2 1354578955 1354578963 8
21 25 3 3 25 0 1 1 1354504336 1354504336 0
21 15 1 1 15 0 1 6 1354326986 1354327058 14
34 15 10 10 15 0 1 2 1353754443 1353754538 95
10 15 10 10 15 0 1 5 1354529932 1354530040 27
12 50 23 23 50 0 1 1 1354576149 1354576149 0
10 25 13 13 25 0 1 1 1354197360 1354197360 0
15 25 20 20 25 0 1 3 1354221291 1354221323 16
25 15 16 16 15 0 1 1 1354550708 1354550708 0
10 100 17 17 100 0 1 3 1354296588 1354296628 20
10 100 17 17 100 0 1 1 1354296621 1354296621 0
18 15 16 16 15 0 1 1 1354293479 1354293479 0
6 15 16 16 15 0 1 2 1354291627 1354291807 180
6 15 16 16 15 0 1 2 1354291797 1354291810 13
20 25 22 22 25 1 1 2 1353880934 1353880990 56
5 25 23 23 25 0 1 1 1354577580 1354577580 0
15 25 19 19 25 1 1 6 1354562633 1354562752 23
9 50 22 22 50 0 1 1 1354488015 1354488015 0
20 15 1 1 15 0 1 2 1354583948 1354583973 25
23 25 7 7 25 0 1 1 1354260032 1354260032 0
23 25 7 7 25 0 1 1 1354260250 1354260250 0
19 15 3 3 15 0 1 4 1354160521 1354160557 12
3 25 18 18 25 0 1 1 1354040538 1354040538 0
3 15 1 1 15 0 1 1 1354325125 1354325125 0
4 15 15 15 15 0 1 2 1353945082 1353945138 56
3 25 6 6 25 0 1 1 1353997937 1353997937 0
6 15 21 21 15 0 1 3 1353965687 1353965738 25
8 15 23 23 15 0 1 1 1354576046 1354576046 0
17 15 22 22 15 0 1 1 1354228930 1354228930 0
46 100 18 18 100 0 1 1 1353782870 1353782870 0
5 25 20 20 25 0 1 1 1354134047 1354134047 0
22 15 17 17 15 0 1 5 1353865857 1353865906 12
22 15 17 17 15 0 1 3 1353865880 1353865958 39
21 25 5 5 25 0 1 7 1354598109 1354598297 31
19 15 23 23 15 0 1 1 1354576822 1354576822 0
47 50 21 21 50 0 1 1 1354309300 1354309300 0
47 50 21 21 50 0 1 1 1354309444 1354309444 0
47 50 21 21 50 0 1 12 1354309461 1354309623 14
30 15 13 13 15 0 1 2 1354024117 1354024151 34
24 25 18 18 25 0 1 6 1353782247 1353782315 13
11 15 21 21 15 0 1 1 1353878000 1353878000 0
2 15 8 8 15 0 1 1 1354522759 1354522759 0
4 15 13 13 15 0 1 1 1354282139 1354282139 0
11 15 7 7 15 0 1 5 1353915933 1353916077 36
35 15 21 21 15 0 1 10 1354310493 1354310629 15
21 15 6 6 15 1 1 6 1353998261 1353998343 16
17 25 4 4 25 0 1 5 1354595983 1354596013 7
15 25 0 0 25 0 1 4 1354580415 1354580451 12
4 25 18 18 25 0 1 2 1353955003 1353955044 41
34 50 7 7 50 0 1 16 1354172952 1354173259 20
34 50 7 7 50 0 1 1 1354173199 1354173199 0
34 25 4 4 25 1 1 6 1354597020 1354597080 12
14 15 16 16 15 0 1 3 1354032777 1354032864 43
14 15 16 16 15 0 1 1 1354032799 1354032799 0
2 15 3 3 15 0 1 1 1354246697 1354246697 0
6 15 19 19 15 0 1 1 1354305397 1354305397 0
22 25 23 23 25 0 1 1 1353799415 1353799415 0
10 15 5 5 15 0 1 4 1354168842 1354168896 18
10 15 5 5 15 0 1 1 1354168865 1354168865 0
3 15 19 19 15 0 1 1 1353786988 1353786988 0
3 15 19 19 15 0 1 1 1353787016 1353787016 0
39 50 7 7 50 0 1 3 1354175398 1354175430 16
8 25 7 7 25 0 1 4 1353829997 1353830085 29
3 100 5 5 100 0 1 1 1353908263 1353908263 0
16 25 7 7 25 0 1 6 1354001362 1354001502 28
41 50 4 4 50 0 1 3 1354593980 1354594017 18
2 15 10 10 15 0 1 1 1354530880 1354530880 0
7 15 17 17 15 0 1 1 1353779215 1353779215 0
31 15 4 4 15 0 1 7 1354163565 1354163726 26
9 15 21 21 15 0 1 3 1354571113 1354571152 19
22 15 11 11 15 0 1 6 1353841822 1353841936 22
22 25 7 7 25 0 1 3 1354518544 1354518589 22
5 25 13 13 25 0 1 1 1354541282 1354541282 0
9 15 16 16 15 0 1 1 1354208471 1354208471 0
18 50 15 15 50 0 1 6 1353857145 1353857290 29
32 15 13 13 15 0 1 3 1353765342 1353765527 92
22 25 22 22 25 0 1 1 1354227266 1354227266 0
4 15 22 22 15 0 1 2 1353795792 1353795842 50
10 15 10 10 15 0 1 4 1354012954 1354013023 23
16 25 17 17 25 0 1 4 1353864644 1353864716 24
9 50 2 2 50 0 1 1 1354586824 1354586824 0
26 15 0 0 15 0 1 1 1354492992 1354492992 0
6 25 1 1 25 0 1 2 1354584790 1354584820 30
2 15 10 10 15 0 1 1 1353924349 1353924349 0
19 15 1 1 15 0 1 1 1354497419 1354497419 0
17 15 16 16 15 0 1 1 1354204928 1354204928 0
17 15 6 6 15 0 1 1 1354517971 1354517971 0
17 15 6 6 15 0 1 7 1354518004 1354518071 11
38 15 5 5 15 0 1 3 1354168202 1354168242 20
38 15 5 5 15 0 1 1 1354168382 1354168382 0
10 15 2 2 15 0 1 4 1354588218 1354588247 9
13 25 18 18 25 0 1 4 1354126208 1354126349 47
13 25 18 18 25 0 1 1 1354126335 1354126335 0
11 25 7 7 25 0 1 1 1353742495 1353742495 0
17 15 14 14 15 0 1 1 1353939637 1353939637 0
15 15 23 23 15 0 1 6 1354143760 1354143834 14
3 25 17 17 25 0 1 1 1353864983 1353864983 0
6 25 14 14 25 0 1 2 1354287613 1354287637 24
12 25 8 8 25 0 1 6 1354265540 1354265767 45
23 15 14 14 15 0 1 3 1353852157 1353852411 127
15 15 13 13 15 0 1 1 1353850932 1353850932 0
17 15 18 18 15 0 1 7 1354559588 1354559807 36
8 50 4 4 50 0 1 4 1354162110 1354162224 38
8 50 4 4 50 0 1 4 1354162182 1354162241 19
19 15 0 0 15 0 1 1 1354582535 1354582535 0
12 25 15 15 25 0 1 3 1353859013 1353859077 32
16 15 20 20 15 0 1 8 1354221155 1354221226 10
2 250 22 22 250 0 1 1 1354574822 1354574822 0
27 50 21 21 50 0 1 4 1354312258 1354312353 31
11 15 16 16 15 0 1 4 1353948444 1353948567 41
12 25 15 15 25 0 1 3 1354203236 1354203400 82
12 25 15 15 25 0 1 5 1354203364 1354203446 20
43 15 16 16 15 0 1 9 1353946073 1353946230 19
4 15 18 18 15 0 1 1 1354039280 1354039280 0
4 15 18 18 15 0 1 1 1354039303 1354039303 0
11 15 16 16 15 0 1 2 1354032454 1354032483 29
11 15 16 16 15 0 1 1 1354032534 1354032534 0
20 25 21 21 25 0 1 6 1353879505 1353879611 21
15 15 13 13 15 0 1 5 1354280757 1354280892 33
41 25 23 23 25 0 1 2 1354145067 1354145084 17
17 25 2 2 25 0 1 7 1354070187 1354070276 14
10 25 21 21 25 1 1 5 1354052729 1354052760 7
16 15 9 9 15 0 1 5 1353750939 1353750984 11
2 15 16 16 15 0 1 1 1353773480 1353773480 0
17 50 4 4 50 0 1 2 1354251086 1354251108 22
