Weight beta Accuracy_on_winning_bids Accuracy_on_nonwinning_bids
0.2 0.1 0.969696969697 0.999829584185
0.2 0.2 0.969696969697 0.999829584185
0.2 0.3 0.977272727273 0.999829584185
0.2 0.4 0.969696969697 0.999488752556
0.2 0.5 0.969696969697 0.999488752556
0.2 0.6 0.969696969697 0.999488752556
0.2 0.7 0.969696969697 0.999488752556
0.2 0.8 0.969696969697 0.999488752556
0.2 0.9 0.969696969697 0.999488752556
0.2 1.0 0.969696969697 0.999488752556
0.2 1.1 0.969696969697 0.999659168371
0.2 1.2 0.969696969697 0.999659168371
0.2 1.3 0.969696969697 0.999659168371
0.2 1.4 0.969696969697 0.999659168371
0.2 1.5 0.969696969697 0.999488752556
0.2 1.6 0.969696969697 0.999488752556
0.2 1.7 0.969696969697 0.999488752556
0.2 1.8 0.969696969697 0.999488752556
0.2 1.9 0.969696969697 0.999488752556
0.4 0.1 0.977272727273 0.998977505112
0.4 0.2 0.977272727273 0.998977505112
0.4 0.3 0.977272727273 0.999147920927
0.4 0.4 0.977272727273 0.998977505112
0.4 0.5 0.977272727273 0.999147920927
0.4 0.6 0.977272727273 0.998977505112
0.4 0.7 0.977272727273 0.998977505112
0.4 0.8 0.977272727273 0.998977505112
0.4 0.9 0.977272727273 0.998977505112
0.4 1.0 0.977272727273 0.998977505112
0.4 1.1 0.977272727273 0.998977505112
0.4 1.2 0.977272727273 0.998977505112
0.4 1.3 0.977272727273 0.998977505112
0.4 1.4 0.977272727273 0.998977505112
0.4 1.5 0.977272727273 0.998977505112
0.4 1.6 0.977272727273 0.998977505112
0.4 1.7 0.977272727273 0.998977505112
0.4 1.8 0.977272727273 0.998977505112
0.4 1.9 0.977272727273 0.998977505112
0.6 0.1 0.984848484848 0.998636673483
0.6 0.2 0.984848484848 0.998636673483
0.6 0.3 0.984848484848 0.998807089298
0.6 0.4 0.984848484848 0.998977505112
0.6 0.5 0.984848484848 0.998807089298
0.6 0.6 0.984848484848 0.998807089298
0.6 0.7 0.984848484848 0.998807089298
0.6 0.8 0.984848484848 0.998807089298
0.6 0.9 0.984848484848 0.998807089298
0.6 1.0 0.992424242424 0.998466257669
0.6 1.1 0.992424242424 0.998466257669
0.6 1.2 0.992424242424 0.998636673483
0.6 1.3 0.992424242424 0.998636673483
0.6 1.4 0.992424242424 0.998636673483
0.6 1.5 0.992424242424 0.998636673483
0.6 1.6 0.992424242424 0.998636673483
0.6 1.7 0.992424242424 0.998636673483
0.6 1.8 0.992424242424 0.998636673483
0.6 1.9 0.992424242424 0.998636673483
0.8 0.1 0.992424242424 0.998295841854
0.8 0.2 0.992424242424 0.998466257669
0.8 0.3 0.992424242424 0.998466257669
0.8 0.4 0.992424242424 0.998466257669
0.8 0.5 0.992424242424 0.99812542604
0.8 0.6 0.992424242424 0.998295841854
0.8 0.7 0.992424242424 0.99812542604
0.8 0.8 0.992424242424 0.99812542604
0.8 0.9 0.992424242424 0.997955010225
0.8 1.0 0.992424242424 0.997955010225
0.8 1.1 0.992424242424 0.997955010225
0.8 1.2 0.992424242424 0.997955010225
0.8 1.3 0.992424242424 0.99812542604
0.8 1.4 0.992424242424 0.99812542604
0.8 1.5 0.992424242424 0.99812542604
0.8 1.6 0.992424242424 0.99812542604
0.8 1.7 0.992424242424 0.99812542604
0.8 1.8 0.992424242424 0.99812542604
0.8 1.9 0.992424242424 0.99812542604
1.0 0.1 0.992424242424 0.997955010225
1.0 0.2 0.992424242424 0.99812542604
1.0 0.3 0.992424242424 0.998295841854
1.0 0.4 0.992424242424 0.99812542604
1.0 0.5 0.992424242424 0.997955010225
1.0 0.6 0.992424242424 0.997955010225
1.0 0.7 0.992424242424 0.997955010225
1.0 0.8 0.992424242424 0.997955010225
1.0 0.9 0.992424242424 0.997955010225
1.0 1.0 0.992424242424 0.997955010225
1.0 1.1 0.992424242424 0.997955010225
1.0 1.2 0.992424242424 0.997955010225
1.0 1.3 0.992424242424 0.997955010225
1.0 1.4 0.992424242424 0.997955010225
1.0 1.5 0.992424242424 0.997955010225
1.0 1.6 0.992424242424 0.997955010225
1.0 1.7 0.992424242424 0.997955010225
1.0 1.8 0.992424242424 0.997955010225
1.0 1.9 0.992424242424 0.997955010225
1.2 0.1 0.992424242424 0.99778459441
1.2 0.2 0.992424242424 0.997955010225
1.2 0.3 0.992424242424 0.998295841854
1.2 0.4 0.992424242424 0.99778459441
1.2 0.5 0.992424242424 0.997614178596
1.2 0.6 0.992424242424 0.997614178596
1.2 0.7 0.992424242424 0.997614178596
1.2 0.8 0.992424242424 0.997614178596
1.2 0.9 0.992424242424 0.997614178596
1.2 1.0 0.992424242424 0.997614178596
1.2 1.1 0.992424242424 0.997614178596
1.2 1.2 0.992424242424 0.997614178596
1.2 1.3 0.992424242424 0.997614178596
1.2 1.4 0.992424242424 0.997614178596
1.2 1.5 0.992424242424 0.997614178596
1.2 1.6 0.992424242424 0.997614178596
1.2 1.7 0.992424242424 0.997614178596
1.2 1.8 0.992424242424 0.997614178596
1.2 1.9 0.992424242424 0.997614178596
1.4 0.1 0.992424242424 0.997614178596
1.4 0.2 0.992424242424 0.99778459441
1.4 0.3 0.992424242424 0.997614178596
1.4 0.4 0.992424242424 0.99778459441
1.4 0.5 0.992424242424 0.997614178596
1.4 0.6 0.992424242424 0.997614178596
1.4 0.7 0.992424242424 0.997273346967
1.4 0.8 0.992424242424 0.997273346967
1.4 0.9 0.992424242424 0.997273346967
1.4 1.0 0.992424242424 0.997273346967
1.4 1.1 0.992424242424 0.997273346967
1.4 1.2 0.992424242424 0.997273346967
1.4 1.3 0.992424242424 0.997273346967
1.4 1.4 0.992424242424 0.997273346967
1.4 1.5 0.992424242424 0.997273346967
1.4 1.6 0.992424242424 0.997273346967
1.4 1.7 0.992424242424 0.997273346967
1.4 1.8 0.992424242424 0.997273346967
1.4 1.9 0.992424242424 0.997273346967
1.6 0.1 0.992424242424 0.997273346967
1.6 0.2 0.992424242424 0.997273346967
1.6 0.3 0.992424242424 0.997443762781
1.6 0.4 0.992424242424 0.997273346967
1.6 0.5 0.992424242424 0.997273346967
1.6 0.6 0.992424242424 0.997443762781
1.6 0.7 0.992424242424 0.997614178596
1.6 0.8 0.992424242424 0.997614178596
1.6 0.9 0.992424242424 0.997273346967
1.6 1.0 0.992424242424 0.997102931152
1.6 1.1 0.992424242424 0.997102931152
1.6 1.2 0.992424242424 0.997102931152
1.6 1.3 0.992424242424 0.996932515337
1.6 1.4 0.992424242424 0.996932515337
1.6 1.5 0.992424242424 0.996932515337
