Weight beta Accuracy_on_winning_bids Accuracy_on_nonwinning_bids
1.6 1.6 0.992424242424 0.996932515337
1.6 1.7 0.992424242424 0.996932515337
1.6 1.8 0.992424242424 0.996932515337
1.6 1.9 0.992424242424 0.996932515337
1.8 0.1 0.992424242424 0.997273346967
1.8 0.2 0.992424242424 0.997102931152
1.8 0.3 0.992424242424 0.997102931152
1.8 0.4 0.992424242424 0.997273346967
1.8 0.5 0.992424242424 0.996762099523
1.8 0.6 0.992424242424 0.996932515337
1.8 0.7 0.992424242424 0.996932515337
1.8 0.8 0.992424242424 0.996932515337
1.8 0.9 0.992424242424 0.996932515337
1.8 1.0 0.992424242424 0.996932515337
1.8 1.1 0.992424242424 0.996932515337
1.8 1.2 0.992424242424 0.996932515337
1.8 1.3 0.992424242424 0.996762099523
1.8 1.4 0.992424242424 0.996762099523
1.8 1.5 0.992424242424 0.996762099523
1.8 1.6 0.992424242424 0.996762099523
1.8 1.7 0.992424242424 0.996762099523
1.8 1.8 0.992424242424 0.996762099523
1.8 1.9 0.992424242424 0.996762099523
