Weight beta Accuracy_on_winning_bids Accuracy_on_nonwinning_bids
0.2 0.3 0.969696969697 1.0
0.2 0.4 0.969696969697 1.0
0.2 0.5 0.975757575758 1.0
0.2 0.6 0.975757575758 1.0
0.2 0.7 0.975757575758 1.0
0.2 0.8 0.975757575758 1.0
0.2 0.9 0.975757575758 1.0
0.2 1.0 0.975757575758 1.0
0.2 1.1 0.975757575758 1.0
0.2 1.2 0.975757575758 1.0
0.2 1.3 0.975757575758 1.0
0.2 1.4 0.975757575758 1.0
0.2 1.5 0.975757575758 1.0
0.2 1.6 0.969696969697 1.0
0.2 1.7 0.969696969697 1.0
0.2 1.8 0.969696969697 1.0
0.2 1.9 0.969696969697 1.0
0.2 2.0 0.969696969697 1.0
0.2 2.1 0.969696969697 1.0
0.4 0.3 0.981818181818 0.99880239521
0.4 0.4 0.987878787879 0.99880239521
0.4 0.5 0.981818181818 0.99880239521
0.4 0.6 0.987878787879 0.99880239521
0.4 0.7 0.987878787879 0.99880239521
0.4 0.8 0.987878787879 0.99880239521
0.4 0.9 0.987878787879 0.99880239521
0.4 1.0 0.987878787879 0.99880239521
0.4 1.1 0.987878787879 0.99880239521
0.4 1.2 0.987878787879 0.99880239521
0.4 1.3 0.981818181818 1.0
0.4 1.4 0.987878787879 1.0
0.4 1.5 0.987878787879 1.0
0.4 1.6 0.987878787879 1.0
0.4 1.7 0.987878787879 1.0
0.4 1.8 0.981818181818 0.99880239521
0.4 1.9 0.981818181818 0.99880239521
0.4 2.0 0.981818181818 0.99880239521
0.4 2.1 0.987878787879 0.99880239521
0.6 0.3 0.993939393939 0.997604790419
0.6 0.4 0.993939393939 0.99880239521
0.6 0.5 0.993939393939 0.99880239521
0.6 0.6 0.993939393939 0.99880239521
0.6 0.7 0.993939393939 0.99880239521
0.6 0.8 0.993939393939 0.99880239521
0.6 0.9 0.993939393939 0.99880239521
0.6 1.0 0.993939393939 0.99880239521
0.6 1.1 0.993939393939 0.99880239521
0.6 1.2 0.993939393939 0.99880239521
0.6 1.3 0.987878787879 0.99880239521
0.6 1.4 0.987878787879 0.99880239521
0.6 1.5 0.987878787879 0.99880239521
0.6 1.6 0.993939393939 0.99880239521
0.6 1.7 0.993939393939 0.99880239521
0.6 1.8 0.993939393939 0.99880239521
0.6 1.9 0.993939393939 0.99880239521
0.6 2.0 0.993939393939 0.99880239521
0.6 2.1 0.987878787879 0.99880239521
0.8 0.3 0.993939393939 0.996407185629
0.8 0.4 0.993939393939 0.997604790419
0.8 0.5 0.993939393939 0.997604790419
0.8 0.6 0.993939393939 0.997604790419
0.8 0.7 0.993939393939 0.997604790419
0.8 0.8 0.993939393939 0.997604790419
0.8 0.9 0.993939393939 0.997604790419
0.8 1.0 0.993939393939 0.997604790419
0.8 1.1 1.0 0.997604790419
0.8 1.2 1.0 0.997604790419
0.8 1.3 1.0 0.997604790419
0.8 1.4 1.0 0.997604790419
0.8 1.5 1.0 0.997604790419
0.8 1.6 1.0 0.997604790419
0.8 1.7 1.0 0.997604790419
0.8 1.8 1.0 0.99880239521
0.8 1.9 1.0 0.997604790419
0.8 2.0 1.0 0.997604790419
0.8 2.1 1.0 0.997604790419
1.0 0.3 1.0 0.996407185629
1.0 0.4 1.0 0.997604790419
1.0 0.5 1.0 0.997604790419
1.0 0.6 1.0 0.997604790419
1.0 0.7 1.0 0.997604790419
1.0 0.8 1.0 0.997604790419
1.0 0.9 1.0 0.997604790419
1.0 1.0 1.0 0.997604790419
1.0 1.1 1.0 0.997604790419
1.0 1.2 1.0 0.997604790419
1.0 1.3 1.0 0.997604790419
1.0 1.4 1.0 0.997604790419
1.0 1.5 1.0 0.997604790419
1.0 1.6 1.0 0.997604790419
1.0 1.7 1.0 0.997604790419
1.0 1.8 1.0 0.997604790419
1.0 1.9 1.0 0.997604790419
1.0 2.0 1.0 0.99880239521
1.0 2.1 1.0 0.99880239521
1.2 0.3 1.0 0.995209580838
1.2 0.4 1.0 0.996407185629
1.2 0.5 1.0 0.997604790419
1.2 0.6 1.0 0.997604790419
