Weight beta Accuracy_on_winning_bids Accuracy_on_nonwinning_bids
1.2 0.7 1.0 0.997604790419
1.2 0.8 1.0 0.997604790419
1.2 0.9 1.0 0.997604790419
1.2 1.0 1.0 0.997604790419
1.2 1.1 1.0 0.997604790419
1.2 1.2 1.0 0.997604790419
1.2 1.3 1.0 0.997604790419
1.2 1.4 1.0 0.997604790419
1.2 1.5 1.0 0.997604790419
1.2 1.6 1.0 0.997604790419
1.2 1.7 1.0 0.997604790419
1.2 1.8 1.0 0.997604790419
1.2 1.9 1.0 0.997604790419
1.2 2.0 1.0 0.997604790419
1.2 2.1 1.0 0.997604790419
1.4 0.3 1.0 0.994011976048
1.4 0.4 1.0 0.996407185629
1.4 0.5 1.0 0.996407185629
1.4 0.6 1.0 0.996407185629
1.4 0.7 1.0 0.997604790419
1.4 0.8 1.0 0.997604790419
1.4 0.9 1.0 0.997604790419
1.4 1.0 1.0 0.997604790419
1.4 1.1 1.0 0.997604790419
1.4 1.2 1.0 0.997604790419
1.4 1.3 1.0 0.997604790419
1.4 1.4 1.0 0.997604790419
1.4 1.5 1.0 0.997604790419
1.4 1.6 1.0 0.997604790419
1.4 1.7 1.0 0.997604790419
1.4 1.8 1.0 0.997604790419
1.4 1.9 1.0 0.997604790419
1.4 2.0 1.0 0.997604790419
1.4 2.1 1.0 0.997604790419
1.6 0.3 1.0 0.994011976048
1.6 0.4 1.0 0.995209580838
1.6 0.5 1.0 0.996407185629
1.6 0.6 1.0 0.996407185629
1.6 0.7 1.0 0.996407185629
1.6 0.8 1.0 0.996407185629
1.6 0.9 1.0 0.996407185629
1.6 1.0 1.0 0.997604790419
1.6 1.1 1.0 0.997604790419
1.6 1.2 1.0 0.997604790419
1.6 1.3 1.0 0.997604790419
1.6 1.4 1.0 0.997604790419
1.6 1.5 1.0 0.997604790419
1.6 1.6 1.0 0.997604790419
1.6 1.7 1.0 0.997604790419
1.6 1.8 1.0 0.997604790419
1.6 1.9 1.0 0.997604790419
1.6 2.0 1.0 0.997604790419
1.6 2.1 1.0 0.997604790419
1.8 0.3 1.0 0.994011976048
1.8 0.4 1.0 0.994011976048
1.8 0.5 1.0 0.995209580838
1.8 0.6 1.0 0.996407185629
1.8 0.7 1.0 0.996407185629
1.8 0.8 1.0 0.996407185629
1.8 0.9 1.0 0.996407185629
1.8 1.0 1.0 0.996407185629
1.8 1.1 1.0 0.996407185629
1.8 1.2 1.0 0.996407185629
1.8 1.3 1.0 0.996407185629
1.8 1.4 1.0 0.997604790419
1.8 1.5 1.0 0.997604790419
1.8 1.6 1.0 0.997604790419
1.8 1.7 1.0 0.997604790419
1.8 1.8 1.0 0.997604790419
1.8 1.9 1.0 0.996407185629
1.8 2.0 1.0 0.996407185629
1.8 2.1 1.0 0.996407185629
