Key_Dataset,Key_Run,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,Correlation_coefficient,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Summary
priceX,3,weka.classifiers.functions.LinearRegression,'-S 2 -R 1.0E-8',-3364580862046573747,2.01212120703E7,500.0,1500.0,0.00425989334824312,0.005813192577057608,3.1409311734285295,3.17888673931531,0.9994992124406091,7489.36349111001,783.6422505340291,6705.721240575981,4.99290899407334,0.5224281670226861,4.470480827050654,13.526,0.01,13.03,0.01,26724.0,419787.0,1240787.0,?
priceX,4,weka.classifiers.functions.LinearRegression,'-S 2 -R 1.0E-8',-3364580862046573747,2.01212120703E7,500.0,1500.0,0.004157054390191567,0.005546182755281976,3.0288663067440234,3.0190598076249517,0.9995461247575016,7428.249987265525,653.7364528007744,6774.513534464751,4.952166658177017,0.4358243018671829,4.516342356309834,12.845,0.01,12.4,0.01,26748.0,419787.0,1240787.0,?
priceX,5,weka.classifiers.functions.LinearRegression,'-S 2 -R 1.0E-8',-3364580862046573747,2.01212120703E7,500.0,1500.0,0.004043055794901475,0.0054492219725023085,2.9641704661903354,2.9645997133085333,0.9995616333392185,7433.272308296269,625.8096166661612,6807.462691630108,4.955514872197513,0.41720641111077417,4.538308461086738,13.437,0.01,13.03,0.0,26732.0,419787.0,1240787.0,?
priceX,6,weka.classifiers.functions.LinearRegression,'-S 2 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.004135452212709625,0.005434459948535529,3.070783063835862,2.9488349225006383,0.9995669275058617,7480.491488253666,658.9806777581016,6821.510810495564,4.986994325502444,0.4393204518387344,4.54767387366371,13.394,0.01,12.96,0.01,26732.0,419787.0,1240787.0,?
priceX,7,weka.classifiers.functions.LinearRegression,'-S 2 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.004325352781467962,0.005735175809818048,3.181424512805851,3.074544404704307,0.9995266022919862,7418.514510529956,694.4572893567655,6724.057221173191,4.945676340353304,0.46297152623784366,4.48270481411546,13.355,0.009,12.85,0.02,26764.0,419787.0,1240787.0,?
priceX,8,weka.classifiers.functions.LinearRegression,'-S 2 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.004072636558498314,0.005465004276837417,2.997663894153452,2.9949507928666947,0.999551809995014,7436.730482673656,663.8927728299748,6772.837709843681,4.957820321782438,0.44259518188664987,4.515225139895787,13.444,0.01,13.03,0.01,26724.0,419787.0,1240787.0,?
priceX,9,weka.classifiers.functions.LinearRegression,'-S 2 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.004072363587482655,0.00535648004156681,3.0052770576851557,2.869926349519875,0.9995855979974972,7502.145789496133,640.63320864931,6861.512580846823,5.001430526330755,0.4270888057662066,4.574341720564549,13.442,0.01,13.01,0.01,26716.0,419787.0,1240787.0,?
priceX,10,weka.classifiers.functions.LinearRegression,'-S 2 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.00431509578519505,0.005601641749725408,3.16872656383659,3.025804072539085,0.9995416515489061,7405.502357772443,677.6580950510402,6727.844262721403,4.937001571848295,0.4517720633673601,4.485229508480935,13.262,0.009,12.84,0.01,26756.0,419787.0,1240787.0,?
priceX,1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.004287949786070524,0.0058890800136022796,3.1924810032776145,3.23232189398317,0.9994794846101335,7493.321367834307,696.150859398451,6797.170508435856,4.995547578556205,0.4641005729323006,4.531447005623904,0.208,0.011,0.11,0.01,27060.0,419787.0,1240787.0,?
priceX,2,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.004476056250312858,0.007070851705117137,3.3025670054925427,3.838590960083606,0.999264179654902,7467.28842835037,2097.871020763686,5369.417407586684,4.978192285566913,1.3985806805091239,3.5796116050577895,0.125,0.011,0.12,0.01,27028.0,419787.0,1240787.0,?
priceX,3,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.004208455201748305,0.005768576360592364,3.103004477940818,3.1544888035855476,0.999506758214654,7489.36349111001,756.3749924604807,6732.988498649529,4.99290899407334,0.5042499949736539,4.488658999099686,0.151,0.009,0.14,0.01,26964.0,419787.0,1240787.0,?
priceX,4,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.004263745386051412,0.005795476810021792,3.1066023025383824,3.1547628116826614,0.9995037197609316,7428.249987265525,712.6272084755319,6715.622778789993,4.952166658177017,0.4750848056503546,4.477081852526663,0.137,0.01,0.13,0.01,27004.0,419787.0,1240787.0,?
priceX,5,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.004032636053972117,0.005492969527530635,2.9565312225352995,2.98840017321811,0.9995543924449919,7433.272308296269,627.2955503476878,6805.9767579485815,4.955514872197513,0.4181970335651252,4.537317838632387,0.123,0.009,0.12,0.01,27036.0,419787.0,1240787.0,?
priceX,6,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.0042218653241024645,0.005968096958145809,3.1349491828742995,3.2383958843588,0.9994777452735497,7480.491488253666,854.5751128267314,6625.916375426935,4.986994325502444,0.5697167418844876,4.417277583617957,0.128,0.009,0.12,0.01,27028.0,419787.0,1240787.0,?
priceX,7,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.004293122820418239,0.005817777896178567,3.157718426086246,3.118826182780207,0.9995138881885904,7418.514510529956,873.5842567625432,6544.930253767413,4.945676340353304,0.5823895045083621,4.363286835844942,0.142,0.01,0.13,0.01,26988.0,419787.0,1240787.0,?
priceX,8,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.004216727826549469,0.00588680819776558,3.1037222633439008,3.226109255591475,0.9994799085209631,7436.730482673656,763.8774028717626,6672.853079801894,4.957820321782438,0.5092516019145084,4.44856871986793,0.125,0.011,0.12,0.01,27028.0,419787.0,1240787.0,?
priceX,9,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.004111031031367991,0.005884445838493309,3.033812422834062,3.1528029663440464,0.9994998286287222,7502.145789496133,1378.1393725858716,6124.006416910262,5.001430526330755,0.9187595817239144,4.082670944606841,0.168,0.011,0.17,0.0,26900.0,419787.0,1240787.0,?
priceX,10,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8',-3364580862046573747,2.01212120704E7,500.0,1500.0,0.0043572824743789845,0.005684635600766709,3.1997057330861107,3.070634346179627,0.999528566491877,7405.502357772443,673.2842513632525,6732.218106409191,4.937001571848295,0.4488561675755016,4.488145404272794,0.141,0.012,0.14,0.01,26988.0,419787.0,1240787.0,?
